"","C001_FD2_ORC","C001_FD3_ORC","C001_L.3_ORC","C001_L.44_ORC","C001_L.92_ORC","C001_R.1_ORC","C001_R.45_ORC","C001_R.82_ORC","C002_FD2_ORC","C002_FD3_ORC","C002_L.3_ORC","C002_L.44_ORC","C002_L.92_ORC","C002_R.1_ORC","C002_R.45_ORC","C002_R.82_ORC","C003_FD2_ORC","C003_FD3_ORC","C003_L.3_ORC","C003_L.44_ORC","C003_L.92_ORC","C003_R.1_ORC","C003_R.45_ORC","C003_R.82_ORC","C004_FD2_ORC","C004_FD3_ORC","C004_L.3_ORC","C004_L.44_ORC","C004_L.92_ORC","C004_R.1_ORC","C004_R.45_ORC","C004_R.82_ORC"
"Paulownia witches'-broom phytoplasma",1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,67,0,0,0,0,0,0,0,0,2,0,5,52,0,12,0,14
"Pavtokvirus pavtok",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pawinskivirus PS119XW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pbunavirus Ab28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pbunavirus E215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Pbunavirus R26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pea streak virus",8,25,2,9,1,73,2,12,12,0,0,0,2,0,0,5,9,0,2,0,0,1,9,120,1,11,0,3,0,8,0,8
"Pectinatus frisingensis",4,0,1,2,1,11,1,0,0,0,7,0,0,3,2,0,0,0,1,6,5,7,13,3,0,0,3,3,2,0,0,0
"Pectobacterium aroidearum",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pectobacterium atrosepticum",1,1,0,13,0,0,0,1,72,3,0,11,0,0,0,1,5,6,8,0,0,0,30,58,3,11,1,1,0,7,0,25
"Pectobacterium brasiliense",1,0,0,0,0,0,1,1,7,1,4,3,0,4,0,1,9,4,0,14,0,0,0,0,7,0,0,6,1,0,0,1
"Pectobacterium cacticida",3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,4,1,0,0,0
"Pectobacterium carotovorum",2,0,0,17,0,0,0,0,0,0,7,0,0,0,0,0,116,59,9,10,0,0,0,22,0,11,3,0,2,8,0,44
"Pectobacterium parmentieri",0,0,606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,1,0,0
"Pectobacterium parvum",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pectobacterium polaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pectobacterium polonicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pectobacterium quasiaquaticum",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pectobacterium sp. 21LCBS03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pectobacterium sp. A5351",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pectobacterium sp. F1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pectobacterium sp. PL64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0
"Pectobacterium versatile",0,0,0,13,0,0,0,0,3,0,0,0,2,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,7,0,0
"Pediococcus claussenii",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pediococcus damnosus",2,3,2,4,2,1,4,2,0,1,2,3,2,0,0,6,14,21,2,4,9,2,3,16,9,29,4,2,4,15,1,0
"Pediococcus inopinatus",34,49,78,79,8,107,6,13,15,3,22,22,200,7,11,3,8,1,8,9,1,46,11,19,84,21,8,46,94,109,28,20
"Pediococcus pentosaceus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp.",0,1,4,2,1,1,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0
"Pedobacter sp. BS3",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Pedobacter sp. D749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Pedobacter sp. FW305-3-2-15-E-R2A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp. G11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pedobacter sp. HDW13",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Pedobacter sp. KBS0701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp. PACM 27299",0,0,7,0,0,6,0,2,0,1,0,1,0,1,1,3,0,4,14,0,0,62,12,9,1,0,0,3,0,8,0,146
"Pedobacter sp. SL55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedococcus dokdonensis",0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1
"Pelagerythrobacter marensis",0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pelagerythrobacter marinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"Pelagibacterium flavum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Pelagibacterium halotolerans",0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,1,6,5,15,0,1,5,24,1,0,3,4,1,0,0,6
"Pelagibacterium nitratireducens",0,109,0,2,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,10,0,0,0,1,1,0,0,1,0
"Pelagibacterium sp. 26DY04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pelagibacterium sp. H642",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0
"Pelagovum pacificum",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Pelistega ratti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Pelobacter propionicus",3,12,11,53,17,32,2,2,3,2,2,1,0,0,0,1,3,7,17,0,1,171,0,46,10,0,0,6,0,6,0,19
"Pelodictyon luteolum",7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0
"Pelolinea submarina",0,0,7,0,0,19,0,1,52,1,0,1,5,1,0,2,1,1,0,0,0,1,6,0,5,0,0,0,3,0,0,0
"Pelosinus fermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Penaeid shrimp infectious myonecrosis virus",1,22,17,19,2,79,1,18,11,0,6,2,1,6,1,0,24,4,13,31,1,82,6,138,7,11,2,2,2,21,0,7
"Pengzhenrongella sicca",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Penoulivirus alphaerysiphe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Penoulivirus alphaplasmoparae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pepino mosaic virus",11,24,6,6,12,12,2,1,5,0,21,7,2,2,5,1,2,3,2,24,1,172,60,3,7,3,3,43,5,3,2,2
"Pepper cryptic virus 1",0,1,0,0,3,0,0,0,2,1,1,0,2,1,0,0,0,1,1,0,1,0,2,0,2,1,2,8,1,0,1,6
"Pepper cryptic virus 2",0,0,19,3,0,0,1,0,0,2,0,1,0,0,0,1,1,0,23,62,0,1,0,29,0,0,1,8,0,0,0,2
"Pepper mild mottle virus",1192,1779,1827,1681,6193,6479,751,22223,2511,8567,1581,753,4697,12577,6837,4366,832,710,623,3687,660,3577,72852,9316,3110,4543,4469,20373,6826,17952,14707,6863
"Peptacetobacter hiranonis",4,0,0,0,0,9,3,0,0,2,0,0,0,0,0,0,0,0,0,33,0,1,3,18,0,4,1,6,0,0,0,0
"Peptoclostridium acidaminophilum",2,0,3,1,2,2,0,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,2,1,1,0
"Peptoniphilus asaccharolyticus",18,28,35,11,52,19,105,23,15,14,51,37,51,38,13,60,30,31,57,65,40,20,40,35,30,48,77,20,23,12,86,53
"Peptoniphilus equinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus harei",55,8,0,9,6,0,2,13,0,5,7,6,1,5,0,16,0,5,0,0,14,29,0,0,108,211,48,15,5,176,3,4
"Peptoniphilus ivorii",23,0,0,0,1,23,3,16,0,3,22,3,0,3,4,0,14,7,0,0,20,16,0,13,21,29,6,12,22,20,7,0
"Peptostreptococcus equinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peredibacter starrii",27,13,24,26,2,63,4,6,329,2,1,0,4,26,0,3,16,4,0,0,0,35,6,48,9,24,0,8,2,26,3,6
"Peribacillus asahii",9,24,10,14,28,4,14,5,6,5,6,24,18,6,1,12,16,12,32,2,20,0,4,3,9,21,20,9,12,5,9,5
"Peribacillus frigoritolerans",0,20,0,36,0,37,1,10,0,6,2,2,2,0,0,14,4,7,16,87,0,174,4,770,0,6,0,0,2,11,0,93
"Peribacillus muralis",1,1,6,44,0,0,1,7,0,0,13,0,0,0,1,3,5,1,21,99,1,0,29,130,2,9,0,6,0,10,0,2
"Peribacillus psychrosaccharolyticus",44,754,33,13,14,42,6,14,4,1,6,8,2,11,5,4,14,4,6,0,0,33,4,1,2,6,12,17,2,0,3,8
"Peribacillus simplex",28,63,29,153,186,65,5,133,5,0,3,4,0,4,5,42,22,6,28,165,4,224,657,246,67,1,28,24,6,38,12,39
"Periweissella cryptocerci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Permianibacter aggregans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Persephonella marina",0,0,5,0,0,0,0,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"Persicimonas caeni",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,9
"Peterkaempfera bronchialis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Peteryoungia desertarenae",0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"Petrimonas sp.",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4
"Petrocella atlantisensis",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,12,0,7,0,0,0,0,36,1,0,2,0,1,1,1,2
"Petsuvirus pEtSU",0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"Pettyvirus petty",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phaeobacter gallaeciensis",3,3,8,6,3,0,0,6,0,2,2,0,3,8,1,0,3,0,1,0,0,1,4,0,0,0,0,2,6,17,2,1
"Phaeobacter inhibens",54,286,221,3518,236,366,28,421,18,39,67,23,0,78,179,105,367,95,202,375,24,828,2135,2092,40,17,5,80,2,22,3,25
"Phaeobacter piscinae",0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,7,0,0,0,0,0,0,0,2,0,0,3,0,0,0
"Phaeobacter porticola",0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Phaeobacter sp. LSS9",0,0,6,0,0,0,1,2,7,0,0,0,0,0,0,1,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4
"Phascolarctobacterium faecium",11,0,1,2,1,4,0,0,0,0,2,0,1,1,0,0,0,0,0,15,0,1,6,13,0,0,0,5,0,0,0,0
"Phascolarctobacterium succinatutens",0,0,7,13,0,123,0,25,152,16,31,14,13,11,5,15,150,88,223,619,13,61,49,190,7,6,3,7,3,17,0,92
"Phaseolus vulgaris alphaendornavirus 1",0,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,1,0,2,1,2,1,0
"Phaseolus vulgaris alphaendornavirus 2",0,4,12,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"Phenylobacterium parvum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,5
"Phenylobacterium sp. LH3H17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenylobacterium sp. NIBR 498073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenylobacterium zucineum",2,0,21,1,0,14,3,9,6,1,1,0,1,0,1,7,11,3,4,50,0,44,9,107,0,0,4,22,1,0,1,19
"Phietavirus pv37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Phoenicibacter congonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Phormidium yuhuli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Photobacterium atrarenae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"Photobacterium damselae",3,0,4,29,0,0,0,0,38,3,4,0,0,2,0,1,23,6,6,0,1,17,22,0,0,8,0,0,5,28,0,12
"Photobacterium leiognathi",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Photobacterium phosphoreum",150,3301,949,2008,155,4593,69,119,1448,134,328,106,85,77,60,862,3837,589,1168,2766,95,3657,1099,410,255,1706,140,408,44,749,38,218
"Photobacterium profundum",2,29,0,43,0,34,2,0,14,2,0,0,0,0,1,4,7,1,94,0,0,24,11,62,0,0,0,2,0,0,0,17
"Photobacterium sp. CCB-ST2H9",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Photobacterium sp. DA100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Photobacterium sp. GJ3",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Photobacterium sp. GSS17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Photobacterium sp. TLY01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Photobacterium sp. TY1-4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Photobacterium swingsii",0,2,8,0,0,0,0,3,6,1,0,0,3,0,1,2,10,4,0,66,1,0,0,36,1,1,0,4,0,6,0,25
"Photobacterium toruni",0,0,0,0,0,17,0,1,5,0,0,2,0,1,0,2,15,8,8,0,0,0,0,0,0,0,1,3,0,0,0,0
"Photorhabdus akhurstii",1,28,0,27,0,47,2,2,11,4,7,3,1,1,4,2,39,14,24,111,3,64,6,99,6,9,5,0,0,20,0,16
"Photorhabdus asymbiotica",22,33,14,0,1,0,16,0,7,0,0,1,28,2,0,0,7,7,0,0,13,0,0,0,30,9,28,59,35,21,36,3
"Photorhabdus laumondii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Photorhabdus thracensis",2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,9,0,0,0,0,0,0
"Phototrophicus methaneseepsis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phreatobacter aquaticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phreatobacter cathodiphilus",0,0,2,0,0,0,0,0,7,0,3,0,2,1,0,1,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"Phreatobacter stygius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phycicoccus endophyticus",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phycisphaera mikurensis",0,0,0,30,0,2,0,13,0,1,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,8
"Phyllobacterium sp. 628",0,0,0,0,0,0,0,8,9,0,0,4,0,0,0,0,0,0,0,0,1,0,4,13,0,0,0,0,0,9,0,0
"Phyllobacterium sp. A18/5-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phyllobacterium sp. T1018",0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,4
"Phyllobacterium sp. T1293",0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,8,2,0,0,1,0,1
"Phyllobacterium zundukense",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phytobacter diazotrophicus",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"Phytobacter sp. SCO41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phytobacter ursingii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phytohabitans flavus",0,0,0,15,1,67,0,12,0,1,0,0,1,0,0,2,4,1,0,16,2,84,8,74,1,6,3,1,0,1,0,6
"Phytohabitans suffuscus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,7,2,0,0,0,0,0,0,0,10
"Phytoplasma sp.",3,16,0,0,0,73,0,2,13,5,0,0,1,1,2,4,0,2,2,0,2,4,12,0,0,0,0,0,0,7,0,10
"Pifdecavirus UNOSLW1",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Pigmentibacter sp. JX0631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"Pigmentiphaga aceris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2
"Pigmentiphaga sp. CHJ604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pigmentiphaga sp. H8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,2
"Pijolavirus PspYZU08",0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,3
"Pikeienuella piscinae",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Pimelobacter simplex",9,0,6,27,0,9,0,3,0,3,0,0,3,0,1,4,0,5,4,0,1,46,4,13,0,0,1,16,1,0,0,8
"Piorkowskivirus SW22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pirellula staleyi",736,1645,519,93,1063,465,1691,81,315,266,578,381,862,341,171,206,815,613,826,286,2113,244,422,275,1177,1060,1366,664,512,390,1376,363
"Pirellulimonas nuda",0,0,0,0,0,24,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"Piscinibacter gummiphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Piscinibacter sp. XHJ-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"Piscirickettsia salmonis",9,17,1,60,2,31,6,5,8,0,1,2,0,1,1,14,28,6,6,49,3,12,9,33,9,18,16,10,3,10,1,24
"Pistricoccus aurantiacus",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3,3,6,4,2,0,2,5
"Planctobacterium marinum",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Planctoellipticum variicoloris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Planctopirus limnophila",899,1382,1466,356,1494,758,3112,333,490,437,1484,702,1710,590,466,446,1216,992,1143,711,1243,888,1195,748,855,1792,1875,825,670,689,2002,892
"Planktothrix agardhii",90,75,90,52,130,81,170,26,47,32,158,70,157,61,18,50,81,116,170,64,123,82,68,54,92,184,202,69,48,43,136,72
"Planktothrix tepida",0,0,20,36,0,77,0,6,0,0,6,0,1,3,3,6,14,18,47,40,0,1,2,19,1,5,0,0,1,17,0,6
"Planococcus antarcticus",1,0,46,8,0,20,0,0,0,0,0,0,0,1,0,1,0,31,15,10,0,20,14,22,0,0,0,0,3,0,0,7
"Planococcus donghaensis",0,26,0,26,1,89,0,8,0,3,0,0,0,0,1,1,18,23,7,64,2,44,41,17,3,4,0,12,0,0,0,4
"Planococcus faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Planococcus glaciei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Planococcus halocryophilus",0,5,0,6,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,1,0,0,0,0,0
"Planococcus halotolerans",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0
"Planococcus lenghuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Planococcus maritimus",2,12,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,28,4,0,7,12,0,1,1,0,0,0,0,6
"Planococcus massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Planococcus plakortidis",0,0,2,44,0,13,0,6,4,1,0,0,1,0,0,6,0,0,0,0,1,64,6,56,0,4,0,0,0,0,0,2
"Planococcus rifietoensis",5828,6842,1072,3761,1926,16673,3769,2729,2553,2700,1397,597,206,16974,2080,2427,895,1454,448,2191,810,11855,24464,2854,3197,5240,1805,9539,1475,15403,3802,5527
"Plantibacter flavus",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plateaulakevirus pv2L372X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plateaulakevirus pv4L372XY",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3
"Plesiomonas shigelloides",6,19,42,77,4,74,2,16,31,8,15,12,6,4,3,0,109,50,40,143,8,262,48,61,2,21,9,24,3,21,3,15
"Pluralibacter gergoviae",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,11,0,0
"Polaribacter sp. ALD11",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polaribacter sp. Hel1_33_78",0,81,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,1,5,0,0,0,10,0,0,0,0,0,2,5,0,2
"Polaribacter sp. HL-MS24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polaribacter sp. KT25b",0,0,7,1,0,13,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,0,0
"Polaribacter sp. L3A8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polaribacter sp. MED152",0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3
